DATE,TIME,CLOSE
01/01/2014,09:20:00,377.75
01/01/2014,09:25:00,377.8
01/01/2014,09:30:00,377.55
01/01/2014,09:35:00,377.45
01/01/2014,09:40:00,377.45
01/01/2014,09:45:00,377.05
01/01/2014,09:50:00,377.6
01/01/2014,09:55:00,377.65
01/01/2014,10:00:00,377.2
01/01/2014,10:05:00,377.2
01/01/2014,10:10:00,377.4
01/01/2014,10:15:00,377.25
01/01/2014,10:20:00,377.1
01/01/2014,10:25:00,377.5
01/01/2014,10:30:00,378.5
01/01/2014,10:35:00,378.15
01/01/2014,10:40:00,378.5
01/01/2014,10:45:00,378.35
01/01/2014,10:50:00,378.2
01/01/2014,10:55:00,378.45
01/01/2014,11:00:00,378.0
01/01/2014,11:05:00,377.9
01/01/2014,11:10:00,377.7
01/01/2014,11:15:00,377.3
01/01/2014,11:20:00,377.65
01/01/2014,11:25:00,377.8
01/01/2014,11:30:00,377.4
01/01/2014,11:35:00,377.4
01/01/2014,11:40:00,377.35
01/01/2014,11:45:00,377.25
01/01/2014,11:50:00,377.45
01/01/2014,11:55:00,377.25
01/01/2014,12:00:00,377.55
01/01/2014,12:05:00,377.6
01/01/2014,12:10:00,377.5
01/01/2014,12:15:00,377.6
01/01/2014,12:20:00,377.45
01/01/2014,12:25:00,377.4
01/01/2014,12:30:00,377.1
01/01/2014,12:35:00,377.5
01/01/2014,12:40:00,377.6
01/01/2014,12:45:00,377.4
01/01/2014,12:50:00,377.7
01/01/2014,12:55:00,377.8
01/01/2014,13:00:00,377.6
01/01/2014,13:05:00,377.55
01/01/2014,13:10:00,377.8
01/01/2014,13:15:00,377.5
01/01/2014,13:20:00,377.7
01/01/2014,13:25:00,377.4
01/01/2014,13:30:00,377.0
01/01/2014,13:35:00,377.0
01/01/2014,13:40:00,376.9
01/01/2014,13:45:00,376.9
01/01/2014,13:50:00,377.0
01/01/2014,13:55:00,376.9
01/01/2014,14:00:00,376.8
01/01/2014,14:05:00,376.9
01/01/2014,14:10:00,376.25
01/01/2014,14:15:00,376.1
01/01/2014,14:20:00,376.6
01/01/2014,14:25:00,376.2
