DATE,TIME,CLOSE
01/01/2014,09:20:00,558.6
01/01/2014,09:25:00,557.4
01/01/2014,09:30:00,557.3
01/01/2014,09:35:00,557.2
01/01/2014,09:40:00,555.55
01/01/2014,09:45:00,556.5
01/01/2014,09:50:00,557.1
01/01/2014,09:55:00,556.75
01/01/2014,10:00:00,556.8
01/01/2014,10:05:00,555.25
01/01/2014,10:10:00,555.3
01/01/2014,10:15:00,555.4
01/01/2014,10:20:00,555.45
01/01/2014,10:25:00,555.7
01/01/2014,10:30:00,556.1
01/01/2014,10:35:00,555.9
01/01/2014,10:40:00,556.5
01/01/2014,10:45:00,556.35
01/01/2014,10:50:00,556.75
01/01/2014,10:55:00,556.5
01/01/2014,11:00:00,556.5
01/01/2014,11:05:00,556.0
01/01/2014,11:10:00,555.85
01/01/2014,11:15:00,555.8
01/01/2014,11:20:00,555.95
01/01/2014,11:25:00,555.55
01/01/2014,11:30:00,555.8
01/01/2014,11:35:00,554.0
01/01/2014,11:40:00,553.8
01/01/2014,11:45:00,554.0
01/01/2014,11:50:00,554.65
01/01/2014,11:55:00,554.95
01/01/2014,12:00:00,554.95
01/01/2014,12:05:00,554.0
01/01/2014,12:10:00,553.1
01/01/2014,12:15:00,554.05
01/01/2014,12:20:00,554.5
01/01/2014,12:25:00,553.85
01/01/2014,12:30:00,554.0
01/01/2014,12:35:00,554.0
01/01/2014,12:40:00,554.0
01/01/2014,12:45:00,553.8
01/01/2014,12:50:00,553.55
01/01/2014,12:55:00,553.6
01/01/2014,13:00:00,553.75
01/01/2014,13:05:00,553.7
01/01/2014,13:10:00,553.7
01/01/2014,13:15:00,553.4
01/01/2014,13:20:00,553.2
01/01/2014,13:25:00,553.75
01/01/2014,13:30:00,553.45
01/01/2014,13:35:00,553.4
01/01/2014,13:40:00,553.6
01/01/2014,13:45:00,555.05
01/01/2014,13:50:00,554.65
01/01/2014,13:55:00,554.5
01/01/2014,14:00:00,555.0
01/01/2014,14:05:00,554.55
01/01/2014,14:10:00,554.7
01/01/2014,14:15:00,555.1
01/01/2014,14:20:00,555.1
01/01/2014,14:25:00,554.8
01/01/2014,14:30:00,554.75
01/01/2014,14:35:00,554.75
01/01/2014,14:40:00,554.95
01/01/2014,14:45:00,554.05
01/01/2014,14:50:00,554.2
01/01/2014,14:55:00,554.1
01/01/2014,15:00:00,554.05
01/01/2014,15:05:00,553.6
01/01/2014,15:10:00,553.5
01/01/2014,15:15:00,553.35
01/01/2014,15:20:00,552.7
01/01/2014,15:25:00,552.5
01/01/2014,15:30:00,552.0
02/01/2014,09:20:00,553.0
02/01/2014,09:25:00,554.95
02/01/2014,09:30:00,555.55
02/01/2014,09:35:00,556.2
02/01/2014,09:40:00,555.25
02/01/2014,09:45:00,554.4
02/01/2014,09:50:00,553.75
02/01/2014,09:55:00,554.5
02/01/2014,10:00:00,554.65
02/01/2014,10:05:00,555.85
02/01/2014,10:10:00,554.6
02/01/2014,10:15:00,554.65
02/01/2014,10:20:00,555.0
02/01/2014,10:25:00,553.8
02/01/2014,10:30:00,552.75
02/01/2014,10:35:00,553.5
02/01/2014,10:40:00,552.5
02/01/2014,10:45:00,554.0
02/01/2014,10:50:00,553.95
02/01/2014,10:55:00,554.25
02/01/2014,11:00:00,554.25
02/01/2014,11:05:00,554.5
02/01/2014,11:10:00,553.7
02/01/2014,11:15:00,553.75
02/01/2014,11:20:00,552.8
02/01/2014,11:25:00,552.45
02/01/2014,11:30:00,552.7
02/01/2014,11:35:00,552.95
02/01/2014,11:40:00,552.7
02/01/2014,11:45:00,553.0
02/01/2014,11:50:00,553.2
02/01/2014,11:55:00,553.4
02/01/2014,12:00:00,553.2
02/01/2014,12:05:00,552.75
02/01/2014,12:10:00,552.45
02/01/2014,12:15:00,552.5
02/01/2014,12:20:00,552.7
02/01/2014,12:25:00,551.65
02/01/2014,12:30:00,550.95
02/01/2014,12:35:00,551.0
02/01/2014,12:40:00,551.6
02/01/2014,12:45:00,551.95
02/01/2014,12:50:00,552.4
02/01/2014,12:55:00,552.15
02/01/2014,13:00:00,552.65
02/01/2014,13:05:00,553.5
