DATE,TIME,CLOSE
01/01/2014,09:20:00,493.0
01/01/2014,09:25:00,492.95
01/01/2014,09:30:00,493.85
01/01/2014,09:35:00,497.0
01/01/2014,09:40:00,497.6
01/01/2014,09:45:00,498.85
01/01/2014,09:50:00,499.4
01/01/2014,09:55:00,498.5
01/01/2014,10:00:00,499.4
01/01/2014,10:05:00,499.5
01/01/2014,10:10:00,500.8
01/01/2014,10:15:00,502.3
01/01/2014,10:20:00,501.8
01/01/2014,10:25:00,501.8
01/01/2014,10:30:00,501.6
01/01/2014,10:35:00,501.25
01/01/2014,10:40:00,501.05
01/01/2014,10:45:00,500.8
01/01/2014,10:50:00,501.85
01/01/2014,10:55:00,502.2
01/01/2014,11:00:00,503.0
01/01/2014,11:05:00,503.15
01/01/2014,11:10:00,503.4
01/01/2014,11:15:00,503.05
01/01/2014,11:20:00,502.9
01/01/2014,11:25:00,503.0
01/01/2014,11:30:00,502.8
01/01/2014,11:35:00,502.55
01/01/2014,11:40:00,501.75
01/01/2014,11:45:00,501.7
01/01/2014,11:50:00,501.65
01/01/2014,11:55:00,501.5
01/01/2014,12:00:00,502.0
01/01/2014,12:05:00,502.2
01/01/2014,12:10:00,502.2
01/01/2014,12:15:00,502.5
01/01/2014,12:20:00,502.55
01/01/2014,12:25:00,502.25
01/01/2014,12:30:00,502.75
01/01/2014,12:35:00,502.8
01/01/2014,12:40:00,503.0
01/01/2014,12:45:00,502.6
01/01/2014,12:50:00,502.0
01/01/2014,12:55:00,501.7
01/01/2014,13:00:00,502.5
01/01/2014,13:05:00,502.75
01/01/2014,13:10:00,502.2
01/01/2014,13:15:00,501.25
01/01/2014,13:20:00,501.5
01/01/2014,13:25:00,501.4
01/01/2014,13:30:00,501.55
01/01/2014,13:35:00,501.5
01/01/2014,13:40:00,500.25
01/01/2014,13:45:00,500.2
01/01/2014,13:50:00,500.1
01/01/2014,13:55:00,499.8
01/01/2014,14:00:00,500.2
01/01/2014,14:05:00,500.8
01/01/2014,14:10:00,501.0
01/01/2014,14:15:00,500.65
01/01/2014,14:20:00,500.95
01/01/2014,14:25:00,500.6
01/01/2014,14:30:00,500.4
01/01/2014,14:35:00,500.3
01/01/2014,14:40:00,500.85
01/01/2014,14:45:00,501.4
01/01/2014,14:50:00,501.35
01/01/2014,14:55:00,501.3
01/01/2014,15:00:00,500.25
01/01/2014,15:05:00,499.9
01/01/2014,15:10:00,499.05
01/01/2014,15:15:00,499.65
01/01/2014,15:20:00,500.5
01/01/2014,15:25:00,500.0
01/01/2014,15:30:00,499.5
02/01/2014,09:20:00,505.0
02/01/2014,09:25:00,504.6
02/01/2014,09:30:00,504.5
02/01/2014,09:35:00,504.95
02/01/2014,09:40:00,504.5
02/01/2014,09:45:00,503.3
02/01/2014,09:50:00,504.5
02/01/2014,09:55:00,503.15
02/01/2014,10:00:00,501.9
02/01/2014,10:05:00,501.8
02/01/2014,10:10:00,502.4
02/01/2014,10:15:00,501.7
02/01/2014,10:20:00,502.0
02/01/2014,10:25:00,502.7
02/01/2014,10:30:00,502.7
02/01/2014,10:35:00,502.25
02/01/2014,10:40:00,502.25
02/01/2014,10:45:00,502.25
02/01/2014,10:50:00,502.05
02/01/2014,10:55:00,501.5
02/01/2014,11:00:00,501.3
02/01/2014,11:05:00,500.35
02/01/2014,11:10:00,500.7
02/01/2014,11:15:00,501.0
02/01/2014,11:20:00,501.4
02/01/2014,11:25:00,501.45
02/01/2014,11:30:00,501.95
02/01/2014,11:35:00,501.5
02/01/2014,11:40:00,501.85
02/01/2014,11:45:00,501.8
02/01/2014,11:50:00,502.0
02/01/2014,11:55:00,502.0
02/01/2014,12:00:00,501.95
02/01/2014,12:05:00,500.5
02/01/2014,12:10:00,500.5
02/01/2014,12:15:00,500.8
02/01/2014,12:20:00,500.6
02/01/2014,12:25:00,500.6
02/01/2014,12:30:00,500.05
02/01/2014,12:35:00,499.9
02/01/2014,12:40:00,500.0
02/01/2014,12:45:00,500.15
02/01/2014,12:50:00,500.0
02/01/2014,12:55:00,500.2
02/01/2014,13:00:00,500.1
02/01/2014,13:05:00,500.15
02/01/2014,13:10:00,500.3
02/01/2014,13:15:00,500.55
02/01/2014,13:20:00,500.45
02/01/2014,13:25:00,498.95
02/01/2014,13:30:00,499.3
02/01/2014,13:35:00,499.2
02/01/2014,13:40:00,500.0
02/01/2014,13:45:00,500.05
02/01/2014,13:50:00,499.25
02/01/2014,13:55:00,499.95
02/01/2014,14:00:00,496.65
02/01/2014,14:05:00,490.65
02/01/2014,14:10:00,488.5
02/01/2014,14:15:00,490.2
02/01/2014,14:20:00,490.95
02/01/2014,14:25:00,489.7
02/01/2014,14:30:00,490.0
02/01/2014,14:35:00,490.4
02/01/2014,14:40:00,489.75
02/01/2014,14:45:00,489.0
02/01/2014,14:50:00,486.9
02/01/2014,14:55:00,486.35
02/01/2014,15:00:00,485.9
02/01/2014,15:05:00,485.25
02/01/2014,15:10:00,485.85
02/01/2014,15:15:00,486.05
02/01/2014,15:20:00,486.2
02/01/2014,15:25:00,485.4
02/01/2014,15:30:00,485.1
03/01/2014,09:20:00,484.45
03/01/2014,09:25:00,484.5
03/01/2014,09:30:00,484.85
03/01/2014,09:35:00,484.5
03/01/2014,09:40:00,484.65
03/01/2014,09:45:00,487.7
03/01/2014,09:50:00,486.9
03/01/2014,09:55:00,486.9
03/01/2014,10:00:00,486.0
03/01/2014,10:05:00,485.4
03/01/2014,10:10:00,484.6
03/01/2014,10:15:00,483.65
03/01/2014,10:20:00,484.9
03/01/2014,10:25:00,485.0
03/01/2014,10:30:00,484.55
03/01/2014,10:35:00,484.9
03/01/2014,10:40:00,485.0
03/01/2014,10:45:00,485.3
03/01/2014,10:50:00,486.45
03/01/2014,10:55:00,486.45
03/01/2014,11:00:00,486.9
03/01/2014,11:05:00,489.6
03/01/2014,11:10:00,489.55
03/01/2014,11:15:00,489.4
03/01/2014,11:20:00,488.35
03/01/2014,11:25:00,488.15
03/01/2014,11:30:00,489.0
03/01/2014,11:35:00,488.1
03/01/2014,11:40:00,487.35
03/01/2014,11:45:00,487.8
03/01/2014,11:50:00,487.8
03/01/2014,11:55:00,488.05
03/01/2014,12:00:00,488.5
03/01/2014,12:05:00,487.5
03/01/2014,12:10:00,486.9
03/01/2014,12:15:00,485.95
03/01/2014,12:20:00,484.7
03/01/2014,12:25:00,484.6
03/01/2014,12:30:00,484.9
03/01/2014,12:35:00,484.6
03/01/2014,12:40:00,484.95
03/01/2014,12:45:00,484.8
03/01/2014,12:50:00,485.2
03/01/2014,12:55:00,485.0
03/01/2014,13:00:00,485.0
03/01/2014,13:05:00,484.75
03/01/2014,13:10:00,485.1
03/01/2014,13:15:00,486.1
03/01/2014,13:20:00,487.0
03/01/2014,13:25:00,488.0
03/01/2014,13:30:00,487.4
03/01/2014,13:35:00,487.6
03/01/2014,13:40:00,487.0
03/01/2014,13:45:00,486.5
03/01/2014,13:50:00,486.1
03/01/2014,13:55:00,486.25
03/01/2014,14:00:00,487.45
03/01/2014,14:05:00,487.0
03/01/2014,14:10:00,487.95
03/01/2014,14:15:00,488.65
03/01/2014,14:20:00,488.25
03/01/2014,14:25:00,487.4
03/01/2014,14:30:00,487.5
03/01/2014,14:35:00,488.85
03/01/2014,14:40:00,489.8
03/01/2014,14:45:00,489.65
03/01/2014,14:50:00,490.1
03/01/2014,14:55:00,489.65
03/01/2014,15:00:00,489.5
03/01/2014,15:05:00,489.45
03/01/2014,15:10:00,488.4
