DATE,TIME,CLOSE
01/01/2014,09:20:00,277.7
01/01/2014,09:25:00,277.0
01/01/2014,09:30:00,277.2
01/01/2014,09:35:00,277.0
01/01/2014,09:40:00,277.3
01/01/2014,09:45:00,277.7
01/01/2014,09:50:00,277.75
01/01/2014,09:55:00,277.55
01/01/2014,10:00:00,278.0
01/01/2014,10:05:00,278.85
01/01/2014,10:10:00,278.7
01/01/2014,10:15:00,278.4
01/01/2014,10:20:00,278.45
01/01/2014,10:25:00,279.95
01/01/2014,10:30:00,279.45
01/01/2014,10:35:00,278.85
01/01/2014,10:40:00,279.0
01/01/2014,10:45:00,279.0
01/01/2014,10:50:00,278.85
01/01/2014,10:55:00,279.15
01/01/2014,11:00:00,279.0
01/01/2014,11:05:00,279.15
01/01/2014,11:10:00,279.45
01/01/2014,11:15:00,279.4
01/01/2014,11:20:00,279.25
01/01/2014,11:25:00,279.25
01/01/2014,11:30:00,279.1
01/01/2014,11:35:00,279.0
01/01/2014,11:40:00,278.9
01/01/2014,11:45:00,279.0
01/01/2014,11:50:00,279.0
01/01/2014,11:55:00,279.0
01/01/2014,12:00:00,279.05
01/01/2014,12:05:00,279.3
01/01/2014,12:10:00,279.1
01/01/2014,12:15:00,279.2
01/01/2014,12:20:00,279.0
01/01/2014,12:25:00,278.6
01/01/2014,12:30:00,278.25
01/01/2014,12:35:00,278.55
01/01/2014,12:40:00,278.9
01/01/2014,12:45:00,278.85
01/01/2014,12:50:00,279.1
01/01/2014,12:55:00,278.85
01/01/2014,13:00:00,278.85
01/01/2014,13:05:00,278.55
01/01/2014,13:10:00,278.65
01/01/2014,13:15:00,278.65
01/01/2014,13:20:00,278.65
01/01/2014,13:25:00,278.8
01/01/2014,13:30:00,278.55
01/01/2014,13:35:00,278.6
01/01/2014,13:40:00,278.65
01/01/2014,13:45:00,278.65
01/01/2014,13:50:00,278.6
01/01/2014,13:55:00,278.5
01/01/2014,14:00:00,278.55
01/01/2014,14:05:00,278.5
01/01/2014,14:10:00,278.3
01/01/2014,14:15:00,278.5
01/01/2014,14:20:00,278.5
01/01/2014,14:25:00,278.45
01/01/2014,14:30:00,278.3
01/01/2014,14:35:00,278.25
01/01/2014,14:40:00,278.5
01/01/2014,14:45:00,278.4
01/01/2014,14:50:00,278.75
01/01/2014,14:55:00,278.6
01/01/2014,15:00:00,277.9
01/01/2014,15:05:00,276.8
01/01/2014,15:10:00,276.7
01/01/2014,15:15:00,277.0
